Source Name,Country,Type,Frequency,URL
Kookjeilbo,South Korea,web,interval:120,https://kookjeilbo.com/
Koranmanado,Indonesia,web,interval:120,https://koranmanado.co.id/
Koreajn,South Korea,web,interval:120,https://koreajn.co.kr/
Joins — Koreajoongangdaily,South Korea,web,interval:120,https://koreajoongangdaily.joins.com/
Kosmo,Malaysia,web,interval:120,https://kosmo.com.my/
KPL Lao News Agency,Laos,web,interval:60,https://kpl.gov.la/
Krdo,United States,web,interval:120,https://krdo.com/
Ksbtdanang,Vietnam,web,interval:120,https://ksbtdanang.vn/
Ksmnews,South Korea,web,interval:120,https://ksmnews.co.kr/
Kstatecollegian,United States,web,interval:120,https://kstatecollegian.com/
Iheart — Ktok,United States,web,interval:120,https://ktok.iheart.com/
Kumparan,Indonesia,web,interval:120,https://kumparan.com/
Tribunnews — Kupang,Indonesia,web,interval:120,https://kupang.tribunnews.com/
Kwqc,United States,web,interval:120,https://kwqc.com/
Kyeonggi,South Korea,web,interval:120,https://kyeonggi.com/
Franceinfo — La1ere,France,web,interval:120,https://la1ere.franceinfo.fr/
Francetvinfo — La1ere,France,web,interval:120,https://la1ere.francetvinfo.fr/
Ladbible,United Kingdom,web,interval:120,https://ladbible.com/
Lafune,European Union,web,interval:120,https://lafune.eu/
Lampost,Indonesia,web,interval:120,https://lampost.co/
Lao Dong,Vietnam,web,interval:120,https://laodong.vn/
Laodongthudo,Vietnam,web,interval:120,https://laodongthudo.vn/
Latimes,United States,web,interval:120,https://latimes.com/
Leadership,Nigeria,web,interval:120,https://leadership.ng/
Inews — Lebak,Indonesia,web,interval:120,https://lebak.inews.id/
Leho,Taiwan,web,interval:120,https://leho.com.tw/
Lesprosdelapetiteenfance,France,web,interval:120,https://lesprosdelapetiteenfance.fr/
Life,Taiwan,web,interval:120,https://life.tw/
Bisnis — Lifestyle,Indonesia,web,interval:120,https://lifestyle.bisnis.com/
Sindo News — Lifestyle,Indonesia,web,interval:120,https://lifestyle.sindonews.com/
Znews — Lifestyle,Vietnam,web,interval:120,https://lifestyle.znews.vn/
Linfo,Réunion,web,interval:120,https://linfo.re/
Lingkar,Indonesia,web,interval:120,https://lingkar.news/
Lintasgayo,Indonesia,web,interval:120,https://lintasgayo.co/
Liputan6,Indonesia,web,interval:120,https://liputan6.com/
Liputanoke,Indonesia,web,interval:120,https://liputanoke.com/
Liramedia,Indonesia,web,interval:120,https://liramedia.co.id/
Litenews,Hong Kong,web,interval:120,https://litenews.hk/
Livehindustan,India,web,interval:120,https://livehindustan.com/
Livelaw,India,web,interval:120,https://livelaw.in/
Logos Pres,Moldova,web,interval:120,https://logos-pres.md/
Lokmattimes,India,web,interval:120,https://lokmattimes.com/
Jawa Pos — Lombokpost,Indonesia,web,interval:120,https://lombokpost.jawapos.com/
Luatvietnam,Vietnam,web,interval:120,https://luatvietnam.vn/
Lvz,Germany,web,interval:120,https://lvz.de/
21jingji,China,web,interval:120,https://m.21jingji.com/
Antara News,Indonesia,web,interval:120,https://m.antaranews.com/
Economictimes,India,web,interval:120,https://m.economictimes.com/
Haberturk,Turkey,web,interval:120,https://m.haberturk.com/
Halloriau,Indonesia,web,interval:120,https://m.halloriau.com/
Hkej,Hong Kong,web,interval:120,https://m.hkej.com/
Phnom Penh Post,Cambodia,web,interval:120,https://m.phnompenhpost.com/
Sohu,China,web,interval:120,https://m.sohu.com/
Tf,South Korea,web,interval:120,https://m.tf.co.kr/
Thepaper,China,web,interval:120,https://m.thepaper.cn/
Tribunnews,Indonesia,web,interval:120,https://m.tribunnews.com/
Macaudailytimes,Macau,web,interval:120,https://macaudailytimes.com.mo/
Magzter,International,web,interval:120,https://magzter.com/
Majoriti,Malaysia,web,interval:120,https://majoriti.com.my/
Antara News — Makassar,Indonesia,web,interval:120,https://makassar.antaranews.com/
Tribunnews — Makassar,Indonesia,web,interval:120,https://makassar.tribunnews.com/
Maklumat,Indonesia,web,interval:120,https://maklumat.id/
Malangtimes,Indonesia,web,interval:120,https://malangtimes.com/
Malawi24,Malawi,web,interval:120,https://malawi24.com/
Malay Mail,Malaysia,web,interval:120,https://malaymail.com/
Yahoo News — Malaysia,United States,web,interval:120,https://malaysia.news.yahoo.com/
Malaysiagazette,Malaysia,web,interval:120,https://malaysiagazette.com/
Malaysiakini,Malaysia,web,interval:120,https://malaysiakini.com/
Malaysiatribune,Malaysia,web,interval:120,https://malaysiatribune.news/
Tribunnews — Manado,Indonesia,web,interval:120,https://manado.tribunnews.com/
Mangish,Iraq,web,interval:120,https://mangish.net/
Manilastandard,Philippines,web,interval:120,https://manilastandard.net/
Marketeeronline,Thailand,web,interval:120,https://marketeeronline.co/
Marunadanmalayalee,India,web,interval:120,https://marunadanmalayalee.com/
Mashriqtv,Pakistan,web,interval:120,https://mashriqtv.pk/
Matichon,Thailand,web,interval:120,https://matichon.co.th/
Mb,Philippines,web,interval:120,https://mb.com.ph/
Mc Doualiya,France,web,interval:120,https://mc-doualiya.com/
Medcom,Indonesia,web,interval:120,https://medcom.id/
Chinhphu,Vietnam,web,interval:120,https://media.chinhphu.vn/
Riau — Mediacenter,Indonesia,web,interval:60,https://mediacenter.riau.go.id/
Mediaindonesia,Indonesia,web,interval:120,https://mediaindonesia.com/
Mediarakata,Indonesia,web,interval:120,https://mediarakata.com/
Mediaselangor,Malaysia,web,interval:120,https://mediaselangor.com/
Medicaldoc,Japan,web,interval:120,https://medicaldoc.jp/
Medicalrepublic,Australia,web,interval:120,https://medicalrepublic.com.au/
Medicalxpress,International,web,interval:120,https://medicalxpress.com/
Medquest,Indonesia,web,interval:120,https://medquest.co.id/
Antara News — Megapolitan,Indonesia,web,interval:120,https://megapolitan.antaranews.com/
Kompas — Megapolitan,Indonesia,web,interval:120,https://megapolitan.kompas.com/
Menafn,Regional,web,interval:120,https://menafn.com/
Merahputih,Indonesia,web,interval:120,https://merahputih.com/
Mercurynews,United States,web,interval:120,https://mercurynews.com/
Merdeka,Indonesia,web,interval:120,https://merdeka.com/
Batampos — Metro,Indonesia,web,interval:120,https://metro.batampos.co.id/
Batampos — Metropolis,Indonesia,web,interval:120,https://metropolis.batampos.co.id/
Metroriau,Indonesia,web,interval:120,https://metroriau.com/
Meyka,Unknown,web,interval:120,https://meyka.com/
Mgorod,Kazakhstan,web,interval:120,https://mgorod.kz/
Mgronline,Thailand,web,interval:120,https://mgronline.com/
Minanews,Indonesia,web,interval:120,https://minanews.net/
Mindanaotimes,Philippines,web,interval:120,https://mindanaotimes.com.ph/
Mindanews,Philippines,web,interval:120,https://mindanews.com/
Minews,Indonesia,web,interval:120,https://minews.id/
Minutemirror,Pakistan,web,interval:120,https://minutemirror.com.pk/
Mirror,United Kingdom,web,interval:120,https://mirror.co.uk/
Mirrormedia,Madagascar,web,interval:120,https://mirrormedia.mg/
Mistar,Indonesia,web,interval:120,https://mistar.id/
Mitraauto,Indonesia,web,interval:120,https://mitraauto.id/
Mk,South Korea,web,interval:120,https://mk.co.kr/
Mmnews,Pakistan,web,interval:120,https://mmnews.tv/
Mmpeacemonitor,Myanmar,web,interval:120,https://mmpeacemonitor.org/
Hanoi — Mnnhanchinh,Vietnam,web,interval:120,https://mnnhanchinh.hanoi.edu.vn/
Astro Awani,Malaysia,web,interval:120,https://mobile.astroawani.com/
Ministry of Health Brunei,Brunei,web,interval:60,https://moh.gov.bn/
Ministry of Health Brunei,Brunei,web,interval:60,https://moh.gov.bn/news/situasi-terkini-jangkitan-covid-19-di-negara-brunei-darussalam/
Ministry of Health Cambodia,Cambodia,web,interval:60,https://moh.gov.kh/
Moitruong,Vietnam,web,interval:120,https://moitruong.net.vn/
Mommiesdaily,Indonesia,web,interval:120,https://mommiesdaily.com/
Kontan — Momsmoney,Indonesia,web,interval:120,https://momsmoney.kontan.co.id/
Udn,Taiwan,web,interval:120,https://money.udn.com/
More News,Taiwan,web,interval:120,https://more-news.tw/
Morgenpost,Germany,web,interval:120,https://morgenpost.de/
Motthegioi,Vietnam,web,interval:120,https://motthegioi.vn/
Mrjjxw,China,web,interval:120,https://mrjjxw.com/
Moph — Multimedia Anamai,Thailand,web,interval:60,https://multimedia.anamai.moph.go.th/
Munsifdaily,India,web,interval:120,https://munsifdaily.com/
Mwnation,Malawi,web,interval:120,https://mwnation.com/
Myanmar Now,Myanmar,web,interval:120,https://myanmar-now.org/
Mymotherlode,United States,web,interval:120,https://mymotherlode.com/
Mynbc15,United States,web,interval:120,https://mynbc15.com/
Mynorthwest,United States,web,interval:120,https://mynorthwest.com/
Mypmp,Unknown,web,interval:120,https://mypmp.net/
Mytvsuper,Hong Kong,web,interval:120,https://mytvsuper.com/
Yam,Taiwan,web,interval:120,https://n.yam.com/
Nagalandpost,India,web,interval:120,https://nagalandpost.com/
Naidunia,India,web,interval:120,https://naidunia.com/
Newsofthearea — Nambuccavalley,Australia,web,interval:120,https://nambuccavalley.newsofthearea.com.au/
Kompas,Indonesia,web,interval:120,https://nasional.kompas.com/
Navbharatlive,India,web,interval:120,https://navbharatlive.com/
Indiatimes — Navbharattimes,India,web,interval:120,https://navbharattimes.indiatimes.com/
Nawabineka,Indonesia,web,interval:120,https://nawabineka.com/
Nbd,China,web,interval:120,https://nbd.com.cn/
Ndtv,India,web,interval:120,https://ndtv.in/
Nefes,Turkey,web,interval:120,https://nefes.com.tr/
Neoskosmos,Australia,web,interval:120,https://neoskosmos.com/
Nepalipatro,Nepal,web,interval:120,https://nepalipatro.com.np/
Netlife,Vietnam,web,interval:120,https://netlife.vn/
Neworleanscitybusiness,United States,web,interval:120,https://neworleanscitybusiness.com/
News,Azerbaijan,web,interval:120,https://news.az/
Bbsi,South Korea,web,interval:120,https://news.bbsi.co.kr/
Ch7,Thailand,web,interval:120,https://news.ch7.com/
China,Australia,web,interval:120,https://news.china.com.au/
China.com,China,web,interval:120,https://news.china.com/
Cnr,China,web,interval:120,https://news.cnr.cn/
News,Australia,web,interval:120,https://news.com.au/
Creaders,China,web,interval:120,https://news.creaders.net/
Cts,Taiwan,web,interval:120,https://news.cts.com.tw/
News,Germany,web,interval:120,https://news.de/
Detik,Indonesia,web,interval:120,https://news.detik.com/
Detik,Indonesia,web,interval:120,https://news.detik.com/berita/d-7945491/kemenkes-deteksi-7-kasus-covid-19-di-indonesia
Ebc,Taiwan,web,interval:120,https://news.ebc.net.tw/
Google,International,web,interval:120,https://news.google.com/
Harian Jogja,Indonesia,web,interval:120,https://news.harianjogja.com/
Ipcf,Taiwan,web,interval:120,https://news.ipcf.org.tw/
Livedoor,Japan,web,interval:120,https://news.livedoor.com/
Ltn,Taiwan,web,interval:120,https://news.ltn.com.tw/
Nate,South Korea,web,interval:120,https://news.nate.com/
Nextapple,Taiwan,web,interval:120,https://news.nextapple.com/
Ntv,Japan,web,interval:120,https://news.ntv.co.jp/
Pchome,Taiwan,web,interval:120,https://news.pchome.com.tw/
Pts,Taiwan,web,interval:120,https://news.pts.org.tw/
Qq,China,web,interval:120,https://news.qq.com/
Rthk,Hong Kong,web,interval:120,https://news.rthk.hk/
Sbs,South Korea,web,interval:120,https://news.sbs.co.kr/
Ssbcrack,India,web,interval:120,https://news.ssbcrack.com/
Trueid,Thailand,web,interval:120,https://news.trueid.net/
Ttv,Taiwan,web,interval:120,https://news.ttv.com.tw/
Tuoi Tre,Vietnam,web,interval:120,https://news.tuoitre.vn/
Tvb,Hong Kong,web,interval:120,https://news.tvb.com/
Webindia123,India,web,interval:120,https://news.webindia123.com/
Yahoo,Japan,web,interval:120,https://news.yahoo.co.jp/
News1,South Korea,web,interval:120,https://news1.kr/
News4nation,Unknown,web,interval:120,https://news4nation.com/
News4teachers,Germany,web,interval:120,https://news4teachers.de/
News8000,United States,web,interval:120,https://news8000.com/
News9live,India,web,interval:120,https://news9live.com/
Newsaroma,Unknown,web,interval:120,https://newsaroma.com/
Newscentral,Regional,web,interval:120,https://newscentral.africa/
Newsclip,Belgium,web,interval:120,https://newsclip.be/
Newsflash,Philippines,web,interval:120,https://newsflash.ph/
Newsgram,India,web,interval:120,https://newsgram.com/
Philippine Daily Inquirer — Newsinfo,Philippines,web,interval:120,https://newsinfo.inquirer.net/
Newsis,South Korea,web,interval:120,https://newsis.com/
Newskarnataka,India,web,interval:120,https://newskarnataka.com/
Newsnasha,Unknown,web,interval:120,https://newsnasha.com/
Newsnationtv,United States,web,interval:120,https://newsnationtv.com/
Newsofnepal,Nepal,web,interval:120,https://newsofnepal.com/
Newsonair,India,web,interval:60,https://newsonair.gov.in/
Newsweekjapan,Japan,web,interval:120,https://newsweekjapan.jp/
Newswise,United States,web,interval:120,https://newswise.com/
Newswit,Unknown,web,interval:120,https://newswit.com/
Newszoom,South Korea,web,interval:120,https://newszoom.kr/
Co — Newvision,Uganda,web,interval:120,https://newvision.co.ug/
Newzimbabwe,Zimbabwe,web,interval:120,https://newzimbabwe.com/
Ngaynay,Vietnam,web,interval:120,https://ngaynay.vn/
Nghean24h,Vietnam,web,interval:120,https://nghean24h.vn/
Nguoi Noi Tieng,Vietnam,web,interval:120,https://nguoi-noi-tieng.com/
Nguoiduatin,Vietnam,web,interval:120,https://nguoiduatin.vn/
Nguonluc,Vietnam,web,interval:120,https://nguonluc.com.vn/
Nhachannuoi,Vietnam,web,interval:120,https://nhachannuoi.vn/
Nhandan,Vietnam,web,interval:120,https://nhandan.vn/
Nieuws,Netherlands,web,interval:120,https://nieuws.nl/
Nigeriainfo,Nigeria,web,interval:120,https://nigeriainfo.fm/
Nikvesti,Ukraine,web,interval:120,https://nikvesti.com/
Nj,United States,web,interval:120,https://nj.com/
Nkytribune,United States,web,interval:120,https://nkytribune.com/
Nld,Vietnam,web,interval:120,https://nld.com.vn/
Nokorwatnews,Cambodia,web,interval:120,https://nokorwatnews.com/
Nongmin,China,web,interval:120,https://nongmin.com/
Nongnghiephuuco,Vietnam,web,interval:120,https://nongnghiephuuco.vn/
Nongnghiepmoitruong,Vietnam,web,interval:120,https://nongnghiepmoitruong.vn/
Nongsaeng,Thailand,web,interval:60,https://nongsaeng.go.th/
Noovo,Canada,web,interval:120,https://noovo.info/
Northeastnow,India,web,interval:120,https://northeastnow.com/
Seoul — Nownews,South Korea,web,interval:120,https://nownews.seoul.co.kr/
Ntdtv,China,web,interval:120,https://ntdtv.com/
Ntnews,Australia,web,interval:120,https://ntnews.com.au/
Ntvnews,Indonesia,web,interval:120,https://ntvnews.id/
Nusantara News,Indonesia,web,interval:120,https://nusantara-news.co/
Nversia,Russia,web,interval:120,https://nversia.ru/
Nypost,United States,web,interval:120,https://nypost.com/
The New York Times,United States,web,interval:120,https://nytimes.com/
Yahoo News,New Zealand,web,interval:120,https://nz.news.yahoo.com/
Ohio — Odh,United States,web,interval:120,https://odh.ohio.gov/
Odishatv,India,web,interval:120,https://odishatv.in/
Oklahoma,United States,web,interval:60,https://oklahoma.gov/
Omandaily,Oman,web,interval:120,https://omandaily.om/
Ommcomnews,India,web,interval:120,https://ommcomnews.com/
Onenewstvchannel,International,web,interval:120,https://onenewstvchannel.com/
Opb,United States,web,interval:120,https://opb.org/
Moph — Opendata Ddc,Thailand,web,interval:60,https://opendata.ddc.moph.go.th/
Optometryadvisor,United States,web,interval:120,https://optometryadvisor.com/
Oregonlive,United States,web,interval:120,https://oregonlive.com/
Organiser,India,web,interval:120,https://organiser.org/
Organizeindia,India,web,interval:120,https://organizeindia.in/
Orientaldaily,Malaysia,web,interval:120,https://orientaldaily.com.my/
Osthessen News,Germany,web,interval:120,https://osthessen-news.de/
Ostsee Zeitung,Germany,web,interval:120,https://ostsee-zeitung.de/
Ottawacitizen,Canada,web,interval:120,https://ottawacitizen.com/
Ottumwacourier,United States,web,interval:120,https://ottumwacourier.com/
Substack — Outbreaknewstoday,United States,web,interval:120,https://outbreaknewstoday.substack.com/
Outlookindia,India,web,interval:120,https://outlookindia.com/
Outsideonline,United States,web,interval:120,https://outsideonline.com/
Ozgunkocaeli,Turkey,web,interval:120,https://ozgunkocaeli.com.tr/
Pacificcross,Vietnam,web,interval:120,https://pacificcross.com.vn/
Tribunnews — Padang,Indonesia,web,interval:120,https://padang.tribunnews.com/
Jawa Pos — Padek,Indonesia,web,interval:120,https://padek.jawapos.com/
Pahami,Indonesia,web,interval:120,https://pahami.id/
Palawan News,Philippines,web,interval:120,https://palawan-news.com/
Disway — Paltv,Indonesia,web,interval:120,https://paltv.disway.id/
Antara News — Papuabarat,Indonesia,web,interval:60,https://papuabarat.antaranews.com/
Passeportsante,France,web,interval:120,https://passeportsante.net/
Patrolipost,Indonesia,web,interval:120,https://patrolipost.com/
Tribunnews — Pekanbaru,Indonesia,web,interval:120,https://pekanbaru.tribunnews.com/
Pentapostagma,Greece,web,interval:120,https://pentapostagma.gr/
Peopledaily,International,web,interval:120,https://peopledaily.digital/
Peraknew,Malaysia,web,interval:120,https://peraknew.com/
Health — Phim,Malawi,web,interval:60,https://phim.health.gov.mw/
Phunuonline,Vietnam,web,interval:120,https://phunuonline.com.vn/
Nguoiduatin — Phunuphapluat,Vietnam,web,interval:120,https://phunuphapluat.nguoiduatin.vn/
Phunutoday,Vietnam,web,interval:120,https://phunutoday.vn/
Phunuvietnam,Vietnam,web,interval:120,https://phunuvietnam.vn/
Philippine Information Agency,Philippines,web,interval:60,https://pia.gov.ph/
Pisatoday,Italy,web,interval:120,https://pisatoday.it/
Plo,Vietnam,web,interval:120,https://plo.vn/
Pmnewsnigeria,Nigeria,web,interval:120,https://pmnewsnigeria.com/
Policycircle,India,web,interval:120,https://policycircle.org/
Tribunnews — Pontianak,Indonesia,web,interval:120,https://pontianak.tribunnews.com/
Jawa Pos — Pontianakpost,Indonesia,web,interval:120,https://pontianakpost.jawapos.com/
Lviv,Ukraine,web,interval:120,https://portal.lviv.ua/
Portugalresident,Portugal,web,interval:120,https://portugalresident.com/
Positiveanglenews,Unknown,web,interval:120,https://positiveanglenews.com/
Postkhmer,Cambodia,web,interval:120,https://postkhmer.com/
Posttoday,Thailand,web,interval:120,https://posttoday.com/
Pptvhd36,Thailand,web,interval:120,https://pptvhd36.com/
Moph,Thailand,web,interval:60,https://pr.moph.go.th/
Prahaar,India,web,interval:120,https://prahaar.in/
Prd,Thailand,web,interval:60,https://prd.go.th/
Premiumtimesng,Nigeria,web,interval:120,https://premiumtimesng.com/
Primamedia,Russia,web,interval:120,https://primamedia.ru/
Primo,Thailand,web,interval:120,https://primo.co.th/
Probolinggokota,Indonesia,web,interval:60,https://probolinggokota.go.id/
Tribunnews — Prohaba,Indonesia,web,interval:120,https://prohaba.tribunnews.com/
ProMED,International,web,interval:60,https://promedmail.org/
Pronedra,Russia,web,interval:120,https://pronedra.ru/
Prooren,Russia,web,interval:120,https://prooren.ru/
Prd — Pscd,Thailand,web,interval:60,https://pscd.prd.go.th/
American Academy of Pediatrics,United States,api,interval:60,https://publications.aap.org/
Punchng,Nigeria,web,interval:120,https://punchng.com/
Punto,Philippines,web,interval:120,https://punto.com.ph/
Qare,France,web,interval:120,https://qare.fr/
Qazinform,Kazakhstan,web,interval:120,https://qazinform.com/
Org — Qna,Qatar,web,interval:120,https://qna.org.qa/
Qnews,Australia,web,interval:120,https://qnews.com.au/
Quadratin,Mexico,web,interval:120,https://quadratin.com/
Quezoncity,Philippines,web,interval:60,https://quezoncity.gov.ph/
Jawa Pos — Radarbanjarmasin,Indonesia,web,interval:120,https://radarbanjarmasin.jawapos.com/
Disway — Radarbanyumas,Indonesia,web,interval:120,https://radarbanyumas.disway.id/
Disway — Radarbengkulu,Indonesia,web,interval:120,https://radarbengkulu.disway.id/
Jawa Pos — Radarbromo,Indonesia,web,interval:120,https://radarbromo.jawapos.com/
Jawa Pos — Radarjember,Indonesia,web,interval:120,https://radarjember.jawapos.com/
Jawa Pos — Radarjogja,Indonesia,web,interval:120,https://radarjogja.jawapos.com/
Jawa Pos — Radarjogja,Indonesia,web,interval:120,https://radarjogja.jawapos.com/jogja/656071866/potensi-demam-berdarah-dengue-dbd-meningkat-selama-kemarau-basah-dinkes-kota-jogja-hingga-mei-2025-sudah-ada-161-kasus
Jawa Pos — Radarlamongan,Indonesia,web,interval:120,https://radarlamongan.jawapos.com/
Jawa Pos — Radarmadiun,Indonesia,web,interval:120,https://radarmadiun.jawapos.com/
Jawa Pos — Radarmalang,Indonesia,web,interval:120,https://radarmalang.jawapos.com/
Jawa Pos — Radarmojokerto,Indonesia,web,interval:120,https://radarmojokerto.jawapos.com/
Jawa Pos — Radarsolo,Indonesia,web,interval:120,https://radarsolo.jawapos.com/
Jawa Pos — Radartuban,Indonesia,web,interval:120,https://radartuban.jawapos.com/
Jawa Pos — Radartulungagung,Indonesia,web,interval:120,https://radartulungagung.jawapos.com/
Radioetoil,Unknown,web,interval:120,https://radioetoil.com/
Radyopilipinas,Philippines,web,interval:60,https://radyopilipinas.ph/
Rainews,Italy,web,interval:120,https://rainews.it/
Rajexpress,India,web,interval:120,https://rajexpress.com/
Raptorpersecutionuk,United Kingdom,web,interval:120,https://raptorpersecutionuk.org/
Rata,Sri Lanka,web,interval:120,https://rata.lk/
Prd — Ratchaburi,Thailand,web,interval:60,https://ratchaburi.prd.go.th/
Disway — Rbtv,Indonesia,web,interval:120,https://rbtv.disway.id/
Rctiplus,Indonesia,web,interval:120,https://rctiplus.com/
Espos,Indonesia,web,interval:120,https://regional.espos.id/
Kompas,Indonesia,web,interval:120,https://regional.kompas.com/
Regionriverina,Australia,web,interval:120,https://regionriverina.com.au/
Republika — Rejabar,Indonesia,web,interval:120,https://rejabar.republika.co.id/
Republika — Rejogja,Indonesia,web,interval:120,https://rejogja.republika.co.id/
ReliefWeb,International,web,interval:60,https://reliefweb.int/
Remate,Philippines,web,interval:120,https://remate.ph/
Retractionwatch,International,web,interval:120,https://retractionwatch.com/
Suara — Riau,Indonesia,web,interval:120,https://riau.suara.com/
Riaueditor,Indonesia,web,interval:120,https://riaueditor.com/
Risingnepaldaily,Nepal,web,interval:120,https://risingnepaldaily.com/
Rmn,Philippines,web,interval:120,https://rmn.ph/
Rnz,New Zealand,web,interval:120,https://rnz.co.nz/
Rollingstone,United States,web,interval:120,https://rollingstone.com/
Ronggo,Indonesia,web,interval:120,https://ronggo.id/
Rpnradio,Philippines,web,interval:120,https://rpnradio.com/
RRI,Indonesia,web,interval:60,https://rri.co.id/
Ruangriau,Indonesia,web,interval:120,https://ruangriau.com/
Ruralradio,United States,web,interval:120,https://ruralradio.com/
Ryt9,Thailand,web,interval:120,https://ryt9.com/
Saba,Yemen,web,interval:120,https://saba.ye/
Sabahmedia,Malaysia,web,interval:120,https://sabahmedia.com/
Sanook,Thailand,web,interval:120,https://sanook.com/
Santafenewmexican,United States,web,interval:120,https://santafenewmexican.com/
Sbs,Australia,web,interval:120,https://sbs.com.au/
Scientificamerican,United States,web,interval:120,https://scientificamerican.com/
Scooptw,Taiwan,web,interval:120,https://scooptw.com/
Secretchina,China,web,interval:120,https://secretchina.com/
Kementerian Kesehatan Indonesia — Sehatnegeriku,Indonesia,web,interval:60,https://sehatnegeriku.kemkes.go.id/
Setn,Taiwan,web,interval:120,https://setn.com/
Yahoo News,Singapore,web,interval:120,https://sg.news.yahoo.com/
Shabiba,Oman,web,interval:120,https://shabiba.com/
Shafaq,Iraq,web,interval:120,https://shafaq.com/
Sheridanmedia,United States,web,interval:120,https://sheridanmedia.com/
Shropshirelive,United Kingdom,web,interval:120,https://shropshirelive.com/
Siakapkeli,Malaysia,web,interval:120,https://siakapkeli.my/
Siamnews,Thailand,web,interval:120,https://siamnews.com/
Siamrath,Thailand,web,interval:120,https://siamrath.co.th/
Sierraloaded,Sierra Leone,web,interval:120,https://sierraloaded.sl/
Singtao,Canada,web,interval:120,https://singtao.ca/
Asianmirror — Sinhala,Sri Lanka,web,interval:120,https://sinhala.asianmirror.lk/
Smartraveller,Australia,web,interval:60,https://smartraveller.gov.au/
Smartsumbar,Indonesia,web,interval:120,https://smartsumbar.com/
Smh,Australia,web,interval:120,https://smh.com.au/
Smninewschannel,Philippines,web,interval:120,https://smninewschannel.com/
Sohuutritue,Vietnam,web,interval:120,https://sohuutritue.net.vn/
Tribunnews — Solo,Indonesia,web,interval:120,https://solo.tribunnews.com/
Espos — Solopos,Indonesia,web,interval:120,https://solopos.espos.id/
Harian Jogja — Soloraya,Indonesia,web,interval:120,https://soloraya.harianjogja.com/
Sondhitalk,India,web,interval:120,https://sondhitalk.com/
Hanoi — Soyte,Vietnam,web,interval:60,https://soyte.hanoi.gov.vn/
Tuyenquang — Soyte,Vietnam,web,interval:60,https://soyte.tuyenquang.gov.vn/
Spectator,Australia,web,interval:120,https://spectator.com.au/
Spiritriau,Indonesia,web,interval:120,https://spiritriau.com/
Springnews,Thailand,web,interval:120,https://springnews.co.th/
Srilankamirror,Sri Lanka,web,interval:120,https://srilankamirror.com/
Orf — Steiermark,Austria,web,interval:120,https://steiermark.orf.at/
Stern,Germany,web,interval:120,https://stern.de/
Stratnewsglobal,India,web,interval:120,https://stratnewsglobal.com/
Stthomassource,US Virgin Islands,web,interval:120,https://stthomassource.com/
Suara,Indonesia,web,interval:120,https://suara.com/
Suarabaru,Indonesia,web,interval:120,https://suarabaru.id/
Suarakalbar,Indonesia,web,interval:120,https://suarakalbar.co.id/
Suarantb,Indonesia,web,interval:120,https://suarantb.com/
Suarasurabaya,Indonesia,web,interval:120,https://suarasurabaya.net/
Suckhoecong,Vietnam,web,interval:120,https://suckhoecong.vn/
Suckhoecongdongonline,Vietnam,web,interval:120,https://suckhoecongdongonline.vn/
Suckhoedoisong,Vietnam,web,interval:120,https://suckhoedoisong.vn/
Suckhoemoitruong,Vietnam,web,interval:120,https://suckhoemoitruong.com.vn/
Sudantribune,Vietnam,web,interval:120,https://sudantribune.net/
Sukabumiupdate,Indonesia,web,interval:120,https://sukabumiupdate.com/
Herald — Sulsel,Indonesia,web,interval:120,https://sulsel.herald.id/
Antara News — Sulteng,Indonesia,web,interval:60,https://sulteng.antaranews.com/
Sultramedia,Indonesia,web,interval:120,https://sultramedia.id/
Bisnis — Sumatra,Indonesia,web,interval:120,https://sumatra.bisnis.com/
Sunmedia,Taiwan,web,interval:120,https://sunmedia.tw/
Kompas — Surabaya,Indonesia,web,interval:120,https://surabaya.kompas.com/
Tribunnews — Surabaya,Indonesia,web,interval:120,https://surabaya.tribunnews.com/
Surfcoastnews,Australia,web,interval:120,https://surfcoastnews.com.au/
Tribunnews — Suryamalang,Indonesia,web,interval:120,https://suryamalang.tribunnews.com/
Sydney,Australia,web,interval:120,https://sydney.edu.au/
T,International,web,interval:120,https://t.media/
Taiwanhot,Taiwan,web,interval:120,https://taiwanhot.net/
Ltn — Talk,Taiwan,web,interval:120,https://talk.ltn.com.tw/
Tamanhhospital,Vietnam,web,interval:120,https://tamanhhospital.vn/
Tangselpos,Indonesia,web,interval:120,https://tangselpos.id/
Taronews,Taiwan,web,interval:120,https://taronews.tw/
Tass,Russia,web,interval:120,https://tass.ru/
Tatimes,Australia,web,interval:120,https://tatimes.com.au/
Tatoli,Timor-Leste,web,interval:120,https://tatoli.tl/
Telanganatoday,India,web,interval:120,https://telanganatoday.com/
Tengrinews,Kazakhstan,web,interval:120,https://tengrinews.kz/
Tribunnews — Ternate,Indonesia,web,interval:120,https://ternate.tribunnews.com/
Texastribune,United States,web,interval:120,https://texastribune.org/
Yanhee,Thailand,web,interval:120,https://th.yanhee.net/
Thaich8,Thailand,web,interval:120,https://thaich8.com/
Thainewsonline,Thailand,web,interval:120,https://thainewsonline.co/
Thaipbs,Thailand,web,interval:120,https://thaipbs.or.th/
Thaipost,Thailand,web,interval:120,https://thaipost.net/
Thaipr,Thailand,web,interval:120,https://thaipr.net/
Thairath,Thailand,web,interval:120,https://thairath.co.th/
Chinhphu — Thanglong,Vietnam,web,interval:120,https://thanglong.chinhphu.vn/
